study,model,temp,item,k,category,recent,n_valid,NCI,accuracy,modal,phat,modal_correct,key
S2-JP,Gemini,1.5,114_2025-AM-75,4,Ethical,Y,30,1.0,0.0,D,1.0,0,B
S2-JP,Gemini,1.5,114_2025-PM-29,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,1.5,114_2025-PM-56,4,Priority,Y,30,0.6081115262576495,0.0,A,0.7666666666666667,0,D
S2-JP,Gemini,1.5,114_2025-PM-57,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,1.5,115_2026-AM-10,4,Knowledge,Y,30,0.6390359525563188,0.8,C,0.8,1,C
S2-JP,Gemini,1.5,115_2026-AM-11,4,Knowledge,Y,24,0.5131081350643893,0.75,A,0.75,1,A
S2-JP,Gemini,1.5,115_2026-AM-15,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-18,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,1.5,115_2026-AM-19,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,1.5,115_2026-AM-20,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-24,5,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-25,5,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,1.5,115_2026-AM-26,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-AM-28,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-AM-29,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,1.5,115_2026-AM-31,4,Ethical,Y,30,0.7655022032053593,0.9,D,0.9,1,D
S2-JP,Gemini,1.5,115_2026-AM-36,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,1.5,115_2026-AM-37,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-38,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-AM-40,4,Knowledge,Y,30,0.7167452467235473,0.8666666666666667,D,0.8666666666666667,1,D
S2-JP,Gemini,1.5,115_2026-AM-41,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-AM-44,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,1.5,115_2026-AM-45,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-47,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-48,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-49,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-AM-51,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-AM-53,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,1.5,115_2026-AM-55,4,Knowledge,Y,30,0.5408520829727552,0.6666666666666666,C,0.6666666666666666,1,C
S2-JP,Gemini,1.5,115_2026-AM-56,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,1.5,115_2026-AM-57,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-59,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,1.5,115_2026-AM-60,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-62,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,1.5,115_2026-AM-65,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,1.5,115_2026-AM-68,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,1.5,115_2026-AM-69,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-PM-45,4,Ethical,Y,30,0.3308655359617677,0.6,B,0.6,1,B
S2-JP,Gemini,1.5,115_2026-PM-46,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,1.5,115_2026-PM-69,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,1.5,115_2026-PM-72,4,Ethical,Y,30,1.0,1.0,A,1.0,1,A
